,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
479,"On 6 February 1840, what document was signed by Captain William Hobson (on behalf of Queen Victoria) and a number of Maori chiefs as the basis for New Zealand to become part of the British Empire?",qw_574,"['treaty of waitangi', 'te tiriti o waitangi', 'tiriti o waitangi']",fully specified,fully specified,"This question is fully specified because it provides a clear, unambiguous historical event with a precise date (February 6, 1840), specific participants (Captain William Hobson on behalf of Queen Victoria and Maori chiefs), and a clear historical context (the foundation of British sovereignty in New Zealand). The referent is unambiguous, and the request is factually grounded without missing components or subjective criteria.",['Treaty of Waitangi'],1,1.0
480,Who was the American President when the Berlin Wall was constructed?,qz_135,"['early years of john f kennedy', 'camelot era', 'j f k administration', 'j f k', 'john fitzgerald kennady', 'kennedyesque', 'john f kenedy', 'john f kennedy', 'jfk administration', 'john f kennedie', 'president kennedy', 'john f 22jack 22 kennedy', 'u s president j f kennedy', 'kennedyism', 'jack kennedy', 'jfk president', 'jf kennedy', 'eponyms of john f kennedy', 'jfk', 'president john f kennedy', 'john fitzgerald kennedy', 'j f kennedy', 'kennedy john f', 'john fitzgerald 22jack 22 kennedy', 'jhon f kennedy', 'kennedy era', 'john kennedy', 'my god i m hit', 'john f k', 'kennedy administration', '35th president of united states', 'president john kennedy', 'john f kennedy and civil rights', 'senator john f kennedy']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event (the construction of the Berlin Wall in 1961) and asks for the U.S. President during that time. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['John F. Kennedy'],1,1.0
481,"Held at Max Yasgurs 600 acre dairy farm, what event, which opened on Aug 15, 1969, was billed as An Aquarian Exposition: 3 Days of Peace & Music?",qg_2781,"['woodstock music festival', 'woodstock movie', 'woodstock music and art fair', 'woodstock 1969', 'woodstock art festival', 'woodstock music and arts fair', 'woodstock music art fair', 'woodstock', 'aquarian exposition', 'woodstock music and art festival', 'woodstock festival']",fully specified,fully specified,"This question is fully specified because it provides a clear, unambiguous set of details: the location (Max Yasgur's 600-acre dairy farm), the date (August 15, 1969), and the event's description (""An Aquarian Exposition: 3 Days of Peace & Music""). These details uniquely identify the Woodstock Music & Art Festival, a historically well-documented event. There are no missing components, no referential ambiguity, and no subjective criteria involved.",['Woodstock'],1,1.0
482,Who won an Oscar for playing a mentally handicapped pianist?,sfq_17010,"['geoff rush', 'geoffrey rush']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-documented Oscar-winning performance in the film *The Piano* (1993), where Holly Hunter played the role of Ada, a woman with intellectual disabilities. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Geoffrey Rush'],1,1.0
483,"The 1947 novel ""I, the Jury"", by New York author Mickey Spillane, was the first to feature which famous detective?",qg_196,"['mayk hammer', 'mike hammer', 'that hammer guy']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-documented literary work (""I, the Jury"" by Mickey Spillane) and asks for the factual identity of the detective introduced in it. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Mike Hammer'],1,1.0
484,What nationality was the astronomer Copernicus ?,wh_4295,"['polishedly', 'polisher', 'polishes', 'polish disambiguation', 'polishers', 'polski', 'polish', 'polishingly']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure (Nicolaus Copernicus) and asks for a factual, unambiguous attribute (nationality). The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Polish'],1,1.0
485,"What is an open plane curve formed by the intersection of a cone with a plane parallel to its side, resembling the path of a projectile under the action of gravity?",qw_3641,"['lambert s theorem', 'parabolae', 'derivations of conic sections', 'parabolas', 'parabolic vault', 'parabolic equation', 'conic section proofs', 'parabolic curve', 'parabola proofs', 'parabola', 'x squared', 'derivation of parabolic form']",fully specified,fully specified,"This question is fully specified because it describes a precise geometric definition (intersection of a cone with a plane parallel to its side) and explicitly ties it to a real-world analogy (projectile motion under gravity). The referent is unambiguous, the scope is mathematically defined, and the answer (parabola) is a well-established concept in both geometry and physics. There are no missing components, no ambiguous references, and no subjective standards involved.",['Parabola'],1,1.0
486,How many balls are on a snooker table at the beginning of a game?,qb_4053,"['twenty two', '22']",fully specified,fully specified,"This question is fully specified because it asks for a factual, standardized detail about the initial setup of a snooker game. The referent is unambiguous (snooker table), the scope is precise (number of balls at the start), and the answer is a well-documented rule of the game with no subjective or interpretive elements.",['22'],1,1.0
487,What was the name of the cruise liner that capsized near the rocky island of Giglio off the Tuscan coast in 2012?,sfq_19103,"['costa concordia', 'm s costa concordia', 'imo 9320544']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the capsizing of the cruise ship ""S.S. Giglio"" near Giglio Island in 2012 — and asks for the name of the vessel. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Costa Concordia'],1,1.0
488,Who was the inventor of the Barbie Doll,bt_1488,['ruth handler'],fully specified,fully specified,"This question is fully specified because it refers to a well-known cultural product (Barbie Doll) and asks for the factual identity of its inventor. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['Ruth Handler'],1,1.0
489,If a right angled triangle has two sides measuring 9 and 12 inches how many inches long is the third and longest side ?,wh_1957,"['fifteen', '15']",fully specified,fully specified,"This question is fully specified because it provides a clear mathematical problem involving a right-angled triangle with two known side lengths (9 and 12 inches) and asks for the length of the hypotenuse (the longest side). The Pythagorean theorem can be applied directly, and the calculation is unambiguous. There are no missing components, no referential ambiguity, and no subjective standards involved.",['15 inches'],0,0.6666666667000001
490,Peter O’Sullevan was a BBC commentator for which sport?,qb_280,"['horseracing', 'horserace', 'race horse', 'horse races', 'pony racing', 'scratch sheet', 'racehorse', 'racing horse', 'racehorses', 'keiba', 'horse racing', 'horse racing venue', 'horse racing in japan', 'racing on horseback', 'quarter horse racing', 'horse race', '🏇', 'racing industry', 'turf patron']",fully specified,fully specified,"This question is fully specified because it refers to a specific individual (Peter O’Sullevan) and their known role as a BBC commentator, asking for the sport they covered. The referent is unambiguous, and the scope is factual, requiring no subjective interpretation or missing components.",['Horse racing'],1,1.0
491,Which is the largest of the United Arab Emirates?,sfq_3663,"['alu zaly', 'abu dhabi united arab emirates', 'abû zabi', 'capital of united arab emirates', 'abu dabi', 'abu zaby', 'abu dhabi city', 'abou dhabi', 'abu dhaby', 'أبو ظب', 'abu dabhi', 'abu dhabi', 'abu zabi', 'abu ẓaby', 'abu dhabi u e', 'أبوظبي', 'abū z̧aby', 'municipality of abu dhabi city']",fully specified,fully specified,"This question is fully specified because it clearly refers to the United Arab Emirates (a well-defined political entity) and asks for the largest emirate within it, which is a factual, unambiguous geographic fact. The referent is precise, the scope is clear, and no subjective standards or missing components are involved.",['Abu Dhabi'],1,1.0
